iter	Logloss
274	0.3632294489
275	0.3630783723
276	0.3628638995
277	0.3626504767
278	0.3625282033
279	0.3623807755
280	0.3620827301
281	0.3619371839
282	0.3617383215
283	0.3615549939
284	0.3614376574
285	0.3612440447
286	0.3611153395
287	0.3608497401
288	0.3606691847
289	0.3605476971
290	0.3603446298
291	0.3601881183
292	0.3600577627
293	0.3598773933
294	0.3597560414
295	0.3595364929
296	0.3593890461
297	0.3592892311
298	0.3590966418
299	0.3589809197
300	0.3588563472
301	0.3586227112
302	0.3584590481
303	0.3583077135
304	0.3581176998
305	0.3580208507
306	0.3578307668
307	0.3575887016
308	0.3574130943
309	0.3572766403
310	0.3571702314
311	0.3570337031
312	0.3568616716
313	0.3566144402
314	0.3563862332
315	0.3561697776
316	0.355978154
317	0.3557663774
318	0.3555538933
319	0.3553596166
320	0.3552002353
321	0.3550235161
322	0.354824519
323	0.3546902588
324	0.3545316506
325	0.3543545733
326	0.3542349677
327	0.3540789258
328	0.3538037199
329	0.3536353915
330	0.3534449473
331	0.3531550533
332	0.3530432631
333	0.3529182399
334	0.3527838829
335	0.3526363062
336	0.3524580197
337	0.3523422656
338	0.3521866152
339	0.3520096671
340	0.3518110093
341	0.351540593
342	0.3513141522
343	0.3511191795
344	0.3510410596
345	0.3508763286
346	0.3506927476
347	0.3505124389
348	0.3503677314
349	0.3501954361
350	0.3500145915
351	0.3498185703
352	0.3495637737
353	0.3493904182
354	0.3492533305
355	0.349034593
356	0.3489216734
357	0.3486776052
358	0.3484424261
359	0.3482705441
360	0.3481913586
361	0.3480475034
362	0.3478301863
363	0.3476929987
364	0.3475543045
365	0.3474324116
366	0.3471598794
367	0.3470576782
368	0.346898637
369	0.346643621
370	0.3463558701
371	0.3461500279
372	0.3460120535
373	0.3458308785
374	0.3456779312
375	0.3455004412
376	0.345375206
377	0.3451019093
378	0.3448714693
379	0.3446858179
380	0.3444583774
381	0.3442880088
382	0.3440783029
383	0.3439348966
384	0.3436744835
385	0.3434737256
386	0.3433024588
387	0.3430853703
388	0.3428296295
389	0.3426875163
390	0.3425073788
391	0.3422672656
392	0.3419870081
393	0.341799606
394	0.3416204872
395	0.3414524761
396	0.3412205456
397	0.3410272822
398	0.3409236307
399	0.340792402
400	0.3406912683
401	0.3405506276
402	0.3403750969
403	0.3401448729
404	0.3399366647
405	0.3398085045
406	0.3396555709
407	0.3394132849
408	0.3392701356
409	0.3390952271
410	0.3388978378
411	0.3386793037
412	0.3385800011
413	0.3383717251
414	0.3382479861
415	0.3380940596
416	0.3379350871
417	0.3378763029
418	0.3376978221
419	0.3375077789
420	0.3373773743
421	0.3372582851
422	0.3370421249
423	0.3368727524
424	0.3366431613
425	0.3365057042
426	0.3363815261
427	0.3362429503
428	0.3361582883
429	0.3358820455
430	0.3356707771
431	0.3354361991
432	0.335318697
433	0.3350897404
434	0.3348776268
435	0.3346843159
436	0.3344827192
437	0.334286156
438	0.3341303721
439	0.3339535214
440	0.3337176966
441	0.3335747436
442	0.3334698807
443	0.3332371224
444	0.3330728499
445	0.3329355813
446	0.3326929585
447	0.3324737782
448	0.3322948384
449	0.3321202759
450	0.3319813254
451	0.3318843378
452	0.3317395195
453	0.331622058
454	0.3314300961
455	0.3312518203
456	0.3311204296
457	0.3309689922
458	0.3308213555
459	0.330608295
460	0.3304067845
461	0.3302909893
462	0.330101603
463	0.329990906
464	0.3297839413
465	0.3296285567
466	0.3294736173
467	0.3293027322
468	0.3290097747
469	0.3288284111
470	0.3286655901
471	0.3284500575
472	0.328287949
473	0.3281129378
474	0.328006684
475	0.3278371005
476	0.3276541129
477	0.3275205079
478	0.3273119534
479	0.327022448
480	0.3268367778
481	0.3266021206
482	0.3263774889
483	0.3262073053
484	0.3260764522
485	0.3258667684
486	0.3257315782
487	0.3255946505
488	0.3253588147
489	0.3251127402
490	0.3249434495
491	0.3247580647
492	0.3246141325
493	0.324495744
494	0.3243296827
495	0.3241765442
496	0.3239861788
497	0.3238597527
498	0.3237376882
499	0.323536655
500	0.3233764802
501	0.3232314005
502	0.3229637043
503	0.3227389334
504	0.3226040276
505	0.3224513611
506	0.3222557603
507	0.3221496597
508	0.3219504346
509	0.3217388476
510	0.3216117304
511	0.3214720159
512	0.3213690021
513	0.3212524184
514	0.3211067895
515	0.3209747256
516	0.3207865677
517	0.3206742048
518	0.320416711
519	0.3202655467
520	0.3201149824
521	0.3200020021
522	0.3198410564
523	0.319745457
524	0.3196082846
525	0.3194320751
526	0.319296224
527	0.3191473181
528	0.3189764574
529	0.318813488
530	0.3186829136
531	0.3184585128
532	0.3183466208
533	0.3182025194
534	0.318043983
535	0.3179654361
536	0.3178755693
537	0.3177207172
538	0.3175269297
539	0.317343537
540	0.3172002428
541	0.3170170474
542	0.3169135276
543	0.3167862429
544	0.3166382203
545	0.3164622175
546	0.3163591509
547	0.316168583
548	0.3159918095
549	0.3158313036
550	0.3156717494
551	0.3155219889
552	0.315393394
553	0.3152918397
554	0.3151751161
555	0.3149855568
556	0.3148313877
557	0.3146737435
558	0.3145641917
559	0.3143823974
560	0.3142425992
561	0.3141317303
562	0.313957788
563	0.3137905696
564	0.3137176679
565	0.3135308224
566	0.3133580167
567	0.31323311
568	0.3130973712
569	0.3129662576
570	0.3128252355
571	0.3126483074
572	0.3124808782
573	0.3123709637
574	0.3122404677
575	0.3120262149
576	0.3118833646
577	0.3116462511
578	0.3114372658
579	0.3112692838
580	0.31115884
581	0.3109104863
582	0.3106796905
583	0.3104970096
584	0.3103796631
585	0.3102682304
586	0.310101062
587	0.3098811711
588	0.3096842896
589	0.3095069099
590	0.3093920307
591	0.3091844256
592	0.3090678517
593	0.3088602752
594	0.3087190545
595	0.308592991
596	0.3083995295
597	0.3081798149
598	0.3080183723
599	0.3079161389
600	0.3076884591
601	0.3075103298
602	0.307387702
603	0.3072548462
604	0.3070979446
605	0.307028449
606	0.306849682
607	0.3067626748
608	0.3066389687
609	0.3064935802
610	0.3063491399
611	0.3061544896
612	0.306023806
613	0.3058999044
614	0.3057972889
615	0.3056402192
616	0.3055420793
617	0.3053782541
618	0.305275061
619	0.3051346231
620	0.304960328
621	0.3047903754
622	0.3046514643
623	0.3045229972
624	0.3042837428
625	0.3041165282
626	0.3039507948
627	0.3037226963
628	0.3035652864
629	0.3034172347
630	0.3031953658
631	0.3030793265
632	0.3029378354
633	0.302832416
634	0.3026256287
635	0.3025655368
636	0.3024099593
637	0.3023341818
638	0.3021919731
639	0.3020686984
640	0.3018626234
641	0.3017126281
642	0.3015593011
643	0.3014526797
644	0.3013638897
645	0.3012827933
646	0.3011737835
647	0.3010632624
648	0.3009574809
649	0.3007630766
650	0.3005980069
651	0.3004602389
652	0.3002991676
653	0.3001250346
654	0.2999539405
655	0.2997827806
656	0.2996662216
657	0.299527691
658	0.2993323158
659	0.2991601786
660	0.2990389282
661	0.2988890893
662	0.298768605
663	0.2986837507
664	0.298474637
665	0.2983011724
666	0.2982065777
667	0.2980683233
668	0.2978699666
669	0.2977571149
670	0.2976182241
671	0.2974804095
672	0.2974098026
673	0.2972654821
674	0.2971446727
675	0.2970200682
676	0.2968825251
677	0.2967221973
678	0.2966103068
679	0.2965168153
680	0.2964195577
681	0.2962594078
682	0.2961790637
683	0.2960563239
684	0.2958824634
685	0.2957415129
686	0.2956058784
687	0.2954891005
688	0.2953821086
689	0.2952239013
690	0.2950596612
691	0.2948715142
692	0.2947760707
693	0.2945863794
694	0.2944784221
695	0.2943307494
696	0.2941906491
697	0.2940489979
698	0.2939358343
699	0.293790712
700	0.2936572271
701	0.2935507181
702	0.293352044
703	0.2931858976
704	0.2930109159
705	0.2928718553
706	0.2926762204
707	0.2925151742
708	0.292353178
709	0.2922114331
710	0.2920758075
711	0.2919260038
712	0.2918683459
713	0.2917424516
714	0.2915738735
715	0.2914896536
716	0.2913723978
717	0.291241401
718	0.2910599965
719	0.2909692126
720	0.2908663303
721	0.2907228846
722	0.2905224214
723	0.290430425
724	0.2903607705
725	0.2902007275
726	0.2900677366
727	0.28994382
728	0.2898288617
729	0.2896904801
730	0.2895959797
731	0.2894480889
732	0.2892739096
733	0.2891427266
734	0.2890230967
735	0.2888811699
736	0.2887648182
737	0.2886576699
738	0.288506743
739	0.2884018453
740	0.288231885
741	0.2880756909
742	0.2879554315
743	0.2878697116
744	0.2876807415
745	0.2874933553
746	0.287382558
747	0.2872614953
748	0.2871610866
749	0.2869561761
750	0.2868242831
751	0.2867342558
752	0.2866507133
753	0.2865183926
754	0.2863407419
755	0.286177502
756	0.2861015875
757	0.2859476229
758	0.2858452669
759	0.2856890265
760	0.2855402667
761	0.2854133575
762	0.2852842247
763	0.2851516909
764	0.2850543078
765	0.2849178254
766	0.2847696861
767	0.2845884224
768	0.2844730436
769	0.2843292232
770	0.284237516
771	0.2840728584
772	0.2839770377
773	0.2838686032
774	0.2837219865
775	0.2835919568
776	0.2835600654
777	0.2834909692
778	0.2833629776
779	0.2832331936
780	0.2830863835
781	0.2829910273
782	0.2828462172
783	0.2827280375
784	0.2825854842
785	0.2824822091
786	0.2824159125
787	0.2823023685
788	0.2821579853
789	0.2819830333
790	0.281785344
791	0.2816544153
792	0.2815308862
793	0.2813989728
794	0.2812768993
795	0.2811403267
796	0.2810286991
797	0.2809245968
798	0.2808097341
799	0.2807151547
800	0.280660834
801	0.2805586538
802	0.2804699018
803	0.280353664
804	0.2801992133
805	0.2800115549
806	0.27983037
807	0.2797641472
808	0.2796347638
809	0.2795255734
810	0.279443141
811	0.2793045502
812	0.2791682966
813	0.2790279584
814	0.2788914154
815	0.2787606263
816	0.2786598696
817	0.2784604262
818	0.2783731796
819	0.2782672112
820	0.2781063213
821	0.2779700184
822	0.2778366522
823	0.2776927837
824	0.2776203796
825	0.2774876853
826	0.277321497
827	0.2772275303
828	0.2770851313
829	0.2768882227
830	0.2767844744
831	0.2766811737
832	0.2765695343
833	0.2764643572
834	0.276307941
835	0.2761644077
836	0.2760380282
837	0.2759570985
838	0.2758249042
839	0.2756640981
840	0.275568251
841	0.275477306
842	0.2753700422
843	0.2752843066
844	0.2751435631
845	0.2750069756
846	0.2748823572
847	0.2747940456
848	0.2746820883
849	0.2745800102
850	0.2744658196
851	0.2743343356
852	0.274237984
853	0.2741136353
854	0.2740115168
855	0.2739039341
856	0.273786208
857	0.2736568045
858	0.2735672243
859	0.27344062
860	0.2733029939
861	0.2731618421
862	0.272987807
863	0.2728630816
864	0.2727076657
865	0.2726003043
866	0.2725133664
867	0.2723870924
868	0.2722596182
869	0.2721194587
870	0.2720341145
871	0.2718775927
872	0.2717981147
873	0.2717053805
874	0.271567004
875	0.2714446505
876	0.2712707444
877	0.2711510296
878	0.2710473648
879	0.2709143296
880	0.2708062984
881	0.2706805553
882	0.2705643728
883	0.2704843019
884	0.2703676316
885	0.2701899139
886	0.2700955942
887	0.2700084002
888	0.2699286216
889	0.269795
890	0.2697114098
891	0.2695596878
892	0.2694111371
893	0.2692609227
894	0.2690725197
895	0.2689405334
896	0.2688744221
897	0.2687391118
898	0.2685853635
899	0.2685195533
900	0.2684154931
901	0.2683280591
902	0.2682110967
903	0.2681103209
904	0.2679887563
905	0.2679133093
906	0.2677791477
907	0.2676592
908	0.2675459818
909	0.2674244435
910	0.2672941979
911	0.2672164721
912	0.2670842535
913	0.2669921931
914	0.2668813996
915	0.2667881923
916	0.2666486463
917	0.266476566
918	0.266373584
919	0.2663464347
920	0.2662373765
921	0.2661048561
922	0.2660076339
923	0.2659037651
924	0.2657575765
925	0.2656264793
926	0.2654930087
927	0.2653973771
928	0.2653264437
929	0.2651738502
930	0.2650247778
931	0.2648969006
932	0.2647894813
933	0.2646694304
934	0.26458748
935	0.2644935338
936	0.2643831327
937	0.2642772829
938	0.2641132861
939	0.2640404502
940	0.2638524578
941	0.2637585922
942	0.2636646774
943	0.2635039734
944	0.2634419155
945	0.2633420136
946	0.2632148663
947	0.2631399365
948	0.2629333704
949	0.2628437605
950	0.2627327767
951	0.2626146992
952	0.2625279523
953	0.2624634108
954	0.2623403373
955	0.2622172713
956	0.2621301807
957	0.2620290278
958	0.2619097455
959	0.2617791304
960	0.2616591609
961	0.2615721554
962	0.2614416451
963	0.2613009971
964	0.261199456
965	0.2611079824
966	0.2609864534
967	0.2608882349
968	0.2608081402
969	0.2606935838
970	0.2605638716
971	0.2604527959
972	0.2603383226
973	0.2602303713
974	0.2601557768
975	0.2600791701
976	0.2599957896
977	0.2598920044
978	0.2598562066
979	0.2597197489
980	0.2595588236
981	0.2594448488
982	0.2593144648
983	0.2592163923
984	0.2590806841
985	0.2589770773
986	0.2588975234
987	0.2588201903
988	0.2586648462
989	0.2585840464
990	0.2585269901
991	0.258379652
992	0.2582987209
993	0.2581954585
994	0.2580375289
995	0.2580155133
996	0.2579018031
997	0.2578217467
998	0.2576881984
999	0.2575210949
